ID	bowtie_unpair_profiled_S101G	bowtie_unpair_profiled_S101T	bowtie_unpair_profiled_S102G	bowtie_unpair_profiled_S102T	bowtie_unpair_profiled_S103G	bowtie_unpair_profiled_S103T	bowtie_unpair_profiled_S104G	bowtie_unpair_profiled_S104T	bowtie_unpair_profiled_S105G	bowtie_unpair_profiled_S105T	bowtie_unpair_profiled_S106G	bowtie_unpair_profiled_S106T	bowtie_unpair_profiled_S107G	bowtie_unpair_profiled_S107T	bowtie_unpair_profiled_S108G	bowtie_unpair_profiled_S108T	bowtie_unpair_profiled_S109G	bowtie_unpair_profiled_S109T	bowtie_unpair_profiled_S110G	bowtie_unpair_profiled_S110T	bowtie_unpair_profiled_S111G	bowtie_unpair_profiled_S111T	bowtie_unpair_profiled_S112G	bowtie_unpair_profiled_S112T	bowtie_unpair_profiled_S113G	bowtie_unpair_profiled_S113T	bowtie_unpair_profiled_S114G	bowtie_unpair_profiled_S114T	bowtie_unpair_profiled_S115G	bowtie_unpair_profiled_S115T	bowtie_unpair_profiled_S116G	bowtie_unpair_profiled_S116T	bowtie_unpair_profiled_S201G	bowtie_unpair_profiled_S201T	bowtie_unpair_profiled_S202G	bowtie_unpair_profiled_S202T	bowtie_unpair_profiled_S203G	bowtie_unpair_profiled_S203T	bowtie_unpair_profiled_S204G	bowtie_unpair_profiled_S204T	bowtie_unpair_profiled_S205G	bowtie_unpair_profiled_S205T	bowtie_unpair_profiled_S206G	bowtie_unpair_profiled_S206T	bowtie_unpair_profiled_S207G	bowtie_unpair_profiled_S207T	bowtie_unpair_profiled_S208G	bowtie_unpair_profiled_S208T	bowtie_unpair_profiled_S301G	bowtie_unpair_profiled_S301T	bowtie_unpair_profiled_S302G	bowtie_unpair_profiled_S302T	bowtie_unpair_profiled_S303G	bowtie_unpair_profiled_S303T	bowtie_unpair_profiled_S304G	bowtie_unpair_profiled_S304T	bowtie_unpair_profiled_S305G	bowtie_unpair_profiled_S305T	bowtie_unpair_profiled_S306G	bowtie_unpair_profiled_S306T	bowtie_unpair_profiled_S307G	bowtie_unpair_profiled_S307T	bowtie_unpair_profiled_S308G	bowtie_unpair_profiled_S308T	bowtie_unpair_profiled_S309G	bowtie_unpair_profiled_S309T	bowtie_unpair_profiled_S310G	bowtie_unpair_profiled_S310T	bowtie_unpair_profiled_S311G	bowtie_unpair_profiled_S311T	bowtie_unpair_profiled_S312G	bowtie_unpair_profiled_S312T	bowtie_unpair_profiled_S313G	bowtie_unpair_profiled_S313T	bowtie_unpair_profiled_S314G	bowtie_unpair_profiled_S314T	bowtie_unpair_profiled_S315G	bowtie_unpair_profiled_S315T	bowtie_unpair_profiled_S316G	bowtie_unpair_profiled_S316T
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.0	1.34203	0.03819	2.85648	0.0	0.48514	0.0	1.11726	0.0	1.15632	0.0	1.31467	0.0	1.03932	0.0	2.12025	0.0	0.88573	0.0	0.61941	0.03039	4.16311	0.0	1.26977	0.0	1.58455	0.53757	9.24821	0.0	3.1648	0.38356	2.61269	0.0	2.37651	0.24375	2.07734	0.0	1.08161	0.0	5.22154	0.0	6.17741	0.0	0.73281	0.532	3.43042	0.52738	2.15764	0.0	5.21509	0.0	7.65148	0.0	0.0542	0.0	1.77977	0.0	0.46456	0.0	1.07403	1.15122	2.40703	0.0	3.78615	0.0	0.94569	0.0	4.72908	0.0	2.69492	0.02083	0.93842	0.14216	3.56296	0.50976	1.91949	0.54665	2.82053	2.87769	2.83577
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_cardiffensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_cardiffensis|t__GCF_000364865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0.0	0.32551	0.03819	0.68129	0.0	0.07861	0.0	0.4395	0.0	0.41043	0.0	0.07984	0.0	0.20491	0.0	0.81747	0.0	0.3891	0.0	0.07263	0.03039	1.78151	0.0	0.27537	0.0	0.27477	0.44234	0.98636	0.0	0.77748	0.33792	0.9783	0.0	0.46791	0.24375	1.1882	0.0	0.20227	0.0	2.39202	0.0	5.78074	0.0	0.19271	0.36788	2.26216	0.28411	1.11985	0.0	0.12766	0.0	4.5501	0.0	0.02045	0.0	0.18961	0.0	0.06273	0.0	0.01597	1.12936	1.60513	0.0	0.8775	0.0	0.0785	0.0	2.44746	0.0	0.57304	0.0139	0.21586	0.08261	0.84791	0.42233	1.25951	0.21041	0.20659	1.59261	1.42999
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__Actinomyces_graevenitzii_unclassified	0.0	0.32551	0.03819	0.68129	0.0	0.07861	0.0	0.4395	0.0	0.41043	0.0	0.07984	0.0	0.20491	0.0	0.81747	0.0	0.3891	0.0	0.07263	0.03039	1.78151	0.0	0.27537	0.0	0.27477	0.44234	0.98636	0.0	0.77748	0.33792	0.9783	0.0	0.46791	0.24375	1.1882	0.0	0.20227	0.0	2.39202	0.0	5.78074	0.0	0.19271	0.36788	2.26216	0.28411	1.11985	0.0	0.12766	0.0	3.49118	0.0	0.02045	0.0	0.18961	0.0	0.06273	0.0	0.01597	1.12936	1.60513	0.0	0.8775	0.0	0.0785	0.0	2.44746	0.0	0.57304	0.0139	0.21586	0.08261	0.84791	0.42233	1.25951	0.21041	0.20659	1.59261	1.42999
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__GCF_000466185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii|t__Actinomyces_johnsonii_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04362	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis|t__Actinomyces_massiliensis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04362	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii|t__GCF_000285995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	0.0	0.02269	0.0	0.04335	0.0	0.11285	0.0	0.08932	0.0	0.03496	0.0	0.02006	0.0	0.07164	0.0	0.08011	0.0	0.072	0.0	0.10283	0.0	0.25931	0.0	0.15667	0.0	0.03506	0.09523	0.04162	0.0	0.1291	0.04563	0.0871	0.0	0.18479	0.0	0.05536	0.0	0.09414	0.0	0.06479	0.0	0.39667	0.0	0.12452	0.16412	0.32019	0.24327	0.11943	0.0	0.15053	0.0	0.16494	0.0	0.0306	0.0	0.04609	0.0	0.14962	0.0	0.03817	0.02186	0.27164	0.0	0.06621	0.0	0.04464	0.0	0.12355	0.0	0.05575	0.00693	0.11291	0.05955	0.38686	0.08743	0.0754	0.30929	0.31537	1.28508	0.40938
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus|t__Actinomyces_odontolyticus_unclassified	0.0	0.02269	0.0	0.04335	0.0	0.11285	0.0	0.08932	0.0	0.03496	0.0	0.02006	0.0	0.07164	0.0	0.08011	0.0	0.072	0.0	0.10283	0.0	0.25931	0.0	0.15667	0.0	0.03506	0.09523	0.04162	0.0	0.1291	0.04563	0.0871	0.0	0.18479	0.0	0.05536	0.0	0.09414	0.0	0.06479	0.0	0.39667	0.0	0.12452	0.16412	0.32019	0.24327	0.11943	0.0	0.15053	0.0	0.16494	0.0	0.0306	0.0	0.04609	0.0	0.14962	0.0	0.03817	0.02186	0.27164	0.0	0.06621	0.0	0.04464	0.0	0.12355	0.0	0.05575	0.00693	0.11291	0.05955	0.38686	0.08743	0.0754	0.30929	0.31537	1.28508	0.40938
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0	0.00635	0.0	0.0	0.0	0.03262	0.0	0.0	0.0	0.00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris|t__GCF_000180155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0	0.00635	0.0	0.0	0.0	0.03262	0.0	0.0	0.0	0.00121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52695	0.0	0.73483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24408	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247|t__GCF_000411415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52695	0.0	0.73483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24408	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM39	0.0	0.0	0.0	0.0	0.0	0.18141	0.0	0.08998	0.0	0.0	0.0	0.29993	0.0	0.24997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51904	0.0	0.0	0.0	0.07036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41558	0.0	0.0	0.0	0.12411	0.0	0.0	0.0	0.10006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.723	0.0	0.14281
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM39|t__GCF_000282935	0.0	0.0	0.0	0.0	0.0	0.18141	0.0	0.08998	0.0	0.0	0.0	0.29993	0.0	0.24997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51904	0.0	0.0	0.0	0.07036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41558	0.0	0.0	0.0	0.12411	0.0	0.0	0.0	0.10006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.723	0.0	0.14281
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	0.0	0.99382	0.0	2.13183	0.0	0.11201	0.0	0.40792	0.0	0.71094	0.0	0.91443	0.0	0.49708	0.0	1.22267	0.0	0.42463	0.0	0.44394	0.0	1.97603	0.0	0.8336	0.0	1.27471	0.0	5.33173	0.0	1.73917	0.0	0.38755	0.0	1.65336	0.0	0.83378	0.0	0.7852	0.0	1.89306	0.0	0.0	0.0	0.0	0.0	0.27263	0.0	0.78941	0.0	4.9369	0.0	1.67132	0.0	0.0	0.0	1.5435	0.0	0.2522	0.0	1.01738	0.0	0.27533	0.0	1.7875	0.0	0.0	0.0	2.15806	0.0	2.06492	0.0	0.60965	0.0	2.32819	0.0	0.58404	0.0	0.21089	0.0	0.85359
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47|t__GCF_000278725	0.0	0.99382	0.0	2.13183	0.0	0.11201	0.0	0.40792	0.0	0.71094	0.0	0.91443	0.0	0.49708	0.0	1.22267	0.0	0.42463	0.0	0.44394	0.0	1.97603	0.0	0.8336	0.0	1.27471	0.0	5.33173	0.0	1.73917	0.0	0.38755	0.0	1.65336	0.0	0.83378	0.0	0.7852	0.0	1.89306	0.0	0.0	0.0	0.0	0.0	0.27263	0.0	0.78941	0.0	4.9369	0.0	1.67132	0.0	0.0	0.0	1.5435	0.0	0.2522	0.0	1.01738	0.0	0.27533	0.0	1.7875	0.0	0.0	0.0	2.15806	0.0	2.06492	0.0	0.60965	0.0	2.32819	0.0	0.58404	0.0	0.21089	0.0	0.85359
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84434	0.0	0.0	0.0	1.03445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87167	0.0	0.0	0.0	0.0	0.0	0.57545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_172|t__GCF_000466265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84434	0.0	0.0	0.0	1.03445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87167	0.0	0.0	0.0	0.0	0.0	0.57545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_180|t__GCF_000185285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3504	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181|t__GCF_000318335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3504	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ph3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76098	0.0	0.0
